"id","round","cageid","FCbox","PPIbox","methcage","methcycle","discard","mixup","earpunch","glucoseage","methage","FCage","PPIage","sacage","bw0","bw1","bw2","bw3","PPIweight","sacweight","BMD","TA","EDL","gastroc","plantaris","soleus","tibia","abnormalbone","experimenters","testisweight","taillength","fastglucose","PreTrainD1","AvToneD1","AvContextD2","AvAltContextD3","AvToneD3","D3.180","D3.240","D3.300","D3.360","p120b1","p120b2","p120b3","p120b4","pp3b1","pp3b2","pp3avg","pp6b1","pp6b2","pp6avg","pp12b1","pp12b2","pp12avg","pp3PPIb1","pp3PPIb2","pp3PPIavg","pp6PPIb1","pp6PPIb2","pp6PPIavg","pp12PPIb1","pp12PPIb2","pp12PPIavg","PPIavg","startle","avgnostim","D1totaldist0to15","D1totaldist15to30","D1totaldist0to30","D2totaldist0to15","D2totaldist15to30","D2totaldist0to30","D3totaldist0to15","D3totaldist15to30","D3totaldist0to30","D1TOTDIST5","D1TOTDIST10","D1TOTDIST15","D1TOTDIST20","D1TOTDIST25","D1TOTDIST30","D2TOTDIST5","D2TOTDIST10","D2TOTDIST15","D2TOTDIST20","D2TOTDIST25","D2TOTDIST30","D3TOTDIST5","D3TOTDIST10","D3TOTDIST15","D3TOTDIST20","D3TOTDIST25","D3TOTDIST30","D1ctrtime0to15","D1ctrtime0to30","D2ctrtime0to15","D2ctrtime0to30","D3ctrtime0to15","D3ctrtime0to30","D1hact0to15","D1hact0to30","D1vact0to15","D1vact0to30","D2hact0to15","D2hact0to30","D2vact0to15","D2vact0to30","D3hact0to15","D3hact0to30","D3vact0to15","D3vact0to30","abBMD","pretrainbin","d1tonebin","altcontextbin","deaf","mwpc","FCbox1","FCbox2","FCbox3","FCbox4","PPIbox1","PPIbox2","PPIbox3","PPIbox4","PPIbox5","methcage1","methcage2","methcage3","methcage4","methcage5","methcage6","methcage7","methcage8","methcage9","methcage10","methcage11","methcage12","SW1","SW2","SW3","SW4","SW5","SW6","SW7","SW8","SW9","SW10","SW11","SW12","SW13","SW14","SW15","SW16","SW17","SW18","SW19","SW20","SW21","SW22","SW23","SW24","SW25"
"44827","SW12",1300459,"3","4","3","3","no","no","L",39,53,62,78,90,21.6,28.7,28.8,28.6,33.9,35.7,1.91009054559407,57.2,11.8,150.9,17,8.4,18.82,"0","ALwithASL",0.1906,NA,111,-1.99563519459754,-1.99563519459754,-1.74427087768496,-1.89762709129043,-1.09992073204586,-0.612999977391975,-1.06069784035361,-1.99563519459754,-1.99563519459754,137.83,139.33,194,205.17,65.4,28.4,46.9,64.8,31.8,48.3,29.2,56,42.6,0.5306,0.8536,0.351759160337558,0.5349,0.8361,0.338386809344244,0.7904,0.7113,0.479208376791379,0.387806263067143,166.67,8.25,4000,2825,6825,4157,2555,6712,10389,12203,22592,1767,1104,1129,899,970,956,2145,881,1131,960,643,952,2782,3508,4099,4215,4013,3975,-0.77725115787098,-0.692573884018363,-1.078032456319,-0.894845176348306,-0.938390586168135,-0.988552571806975,5174,9206,-0.180116259894512,-0.0871501757189001,5338,9200,-0.00772099414496206,-0.0570226113727514,9505,19515,-0.639201799332529,-0.851754024422762,"0","0","0","1","0",0.546261440268684,"0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44828","SW12",1300459,"4","5","4","3","no","no","L",39,53,62,78,90,21.2,25.8,26.2,26,28.4,29.2,1.93145787068901,48.9,10.6,110.9,13.2,9.3,18.8,"0","SSwithVL",0.148,8.6,141,-1.78887511577541,-1.14729267698199,-1.45748207866801,-1.48072537898848,-0.710856257620288,-0.477121254719662,-0.921467681203336,-1.99563519459754,-0.378367101013236,119.33,90.33,100,74.5,104,77.2,90.6,55,59,57,44.8,39,41.9,-0.1513,0.228,-1.39866323029113,0.3911,0.41,-0.175005793652068,0.5041,0.61,0.0994514689506594,-0.303638378771509,95.17,3.63,509,211,720,479,555,1034,2203,2296,4499,261,187,61,130,53,28,141,36,302,250,229,76,625,750,828,833,809,654,-1.63248198273772,-1.48778907126553,-1.38399629688788,-0.883643702529069,-0.86347650333199,-0.641111460671285,3230,5178,-1.99563519459754,-1.99563519459754,2613,5382,-1.99563519459754,-1.99563519459754,5660,9827,-1.99563519459754,-1.99563519459754,"0","1","1","1","0",2.95560970208164,"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44829","SW12",1300460,"1","1","5","3","no","no","R",39,53,62,78,90,25.2,31.7,31.4,31.2,37.4,39.5,2.11727129565576,70.3,15.3,177.9,22.5,9.4,18.07,"1","ALwithASL",0.204,9.1,162,-1.74427087768496,-1.03536333737685,-0.654142054375829,-1.50371902321345,0.195726196788069,0.110026957880924,0.0626468091378891,0.163460284139042,0.481766159765426,324.67,295.67,305.33,322.83,149.8,156.6,153.2,121.6,106.6,114.1,59,78,68.5,0.4933,0.4871,-0.0170265242171896,0.5887,0.6509,0.21223945937384,0.8005,0.7445,0.530917087103741,0.226487453068764,300.5,5.38,2315,1183,3498,2030,1118,3148,4719,5819,10538,1006,832,477,512,266,405,1143,452,435,226,596,296,1527,1496,1696,1787,1802,2230,-0.786369792523549,-0.81857787393502,-1.28386000289619,-0.924760091789389,-1.13538648692638,-0.911458365765252,3577,5923,-0.590095199298319,-0.714796250789682,2701,4839,-0.800515907361516,-0.865301426102543,4803,11063,-0.959630847566242,-0.92045856775557,"1","1","1","1","0",-3.23541277141625,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44830","SW12",1300460,"2","3","6","3","no","no","R",39,53,62,78,90,24,32.1,31.8,32.5,39.7,42.1,1.88252453795488,64.9,13.4,166.6,15.2,8.4,18.01,"0","SLwithVL",0.1783,8.6,126,-1.53416916608605,-1.03592563956204,-0.551699254846303,-1.31383079161648,-0.368597383402346,-0.341412399513102,-0.746552264311941,-0.481766159765426,-0.0225884038971819,282.17,163,126.83,81.5,182.4,197.8,190.1,224.2,132,178.1,184.6,115.8,150.2,-0.119,-0.5595,-1.99563519459754,-0.3755,-0.0407,-1.99563519459754,-0.1325,0.087,-1.99563519459754,-1.99563519459754,144.92,10.5,3221,2162,5383,2661,1959,4620,10822,12407,23229,1315,850,1056,662,815,685,1309,748,604,598,886,475,2464,3703,4655,4425,4654,3328,-1.01012837032808,-0.944676164905386,-1.12190459324081,-1.05418264943209,-1.12934997133438,-0.897257543694884,4509,7608,-0.356547323513812,-0.433184014223513,3617,6573,-0.530230943534359,-0.544068044350275,10671,22284,-0.393558265437565,-0.538504053176537,"0","1","1","1","0",-0.617203747574226,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44831","SW12",1300460,"3","4","7","3","no","no","L",39,53,62,78,90,29.8,36,36.2,36.6,46.2,46.4,1.90036712865647,48.9,11.8,143.6,17.6,13.8,18.59,"0","SLwithVL",0.1918,9,133,-1.99563519459754,-1.99563519459754,-1.59464201178411,-1.99563519459754,-1.03312015919223,-0.307560862822939,-1.99563519459754,-1.99563519459754,-1.99563519459754,155.83,119.17,111,128.83,110,74.8,92.4,68.2,52.2,60.2,39.6,36.6,38.1,0.0769,0.3261,-0.597999869997373,0.4277,0.5297,-0.0370242974450705,0.6677,0.6703,0.305598123992104,-0.0876766252432146,115.08,4.88,3593,2380,5973,3126,3028,6154,9383,10529,19912,1805,864,924,820,815,745,1726,814,586,1194,1257,577,2684,3224,3475,3630,3379,3520,-0.590095199298319,-0.56486534451656,-0.623799151369942,-0.445273887467668,-0.808337560696467,-0.722137083024408,3148,5388,0.158068154922409,0.058961426839845,2841,5713,-0.15408176242014,0.106694282492201,5831,12912,-0.260385449333149,-0.541281118325192,"0","0","0","0","0",0.0434604938522553,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44832","SW12",1300460,"4","5","8","3","no","no","L",39,53,62,78,90,25.2,29.4,29.5,29.4,34.1,36.1,1.82151352840477,60,11.8,147.5,14,7.9,17.98,"0","SLwithVL",0.2133,9,122,-1.99563519459754,-1.64190075213664,-0.268081918737076,-1.53416916608605,-0.41470879821732,-0.378367101013236,-0.341412399513102,-1.01012837032808,-0.147319516485657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,3639,1346,4985,3069,1854,4923,11833,13334,25167,1778,1122,739,276,242,828,1938,763,368,968,319,567,2860,4446,4527,4884,4374,4076,-1.05742999587676,-1.07398005236182,-0.91644042270842,-0.922478640993773,-0.941000798264107,-0.802974834108675,4453,6725,-0.471989207030854,-0.596053056257225,3762,6235,-0.578322144373176,-0.571057419781854,9844,21408,-0.623488307730242,-0.933207188205391,"0","0","1","1","1",1.01414545790492,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44833","SW12",1300461,"1","1","9","3","no","no","R",39,53,62,78,91,22.6,28,28,28.3,33.1,36,2.01828430842653,54.6,11.9,140.6,17.7,11.5,17.89,"0","GMwithSS",0.1438,8.4,158,-1.99563519459754,-1.99563519459754,-1.69914723122356,-1.74177992748669,-0.90138256475714,-0.477121254719662,-0.71693608479685,-1.99563519459754,-1.44045926899351,110,72.67,64,62.67,18.2,33.2,25.7,13.2,27.8,20.5,8.2,27.6,17.9,0.7495,0.4813,0.204148212008978,0.8183,0.5656,0.351555377956313,0.8872,0.5688,0.427562475278838,0.324169799172244,68.33,5.5,3297,2488,5785,3442,2283,5725,12362,13107,25469,1302,1017,978,938,855,695,1745,711,986,785,864,634,2638,4581,5143,5076,4077,3954,-0.800107068516807,-0.715508735693376,-0.836340702700085,-0.745056573003235,-0.900652406325745,-0.801949050356345,4632,8044,-0.784375772962367,-0.764787288825662,4023,6885,-0.938390586168135,-0.905538255509592,11034,22742,-1.52653808466358,-1.83398026752488,"1","0","0","1","0",0.176030326446194,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44834","SW12",1300461,"2","3","10","3","no","no","R",39,53,62,78,91,29.8,35,35,35.1,40.1,43,NA,61.5,12.6,156.1,16.4,10.8,18.51,"0","ASLwithVS",0.2112,8.6,129,-1.78887511577541,-1.43407387892481,-0.0375464117435094,-1.08177546462264,-0.120280835543027,-0.0783851056195299,-0.0783851056195299,-0.753327666658611,0.295828801978173,185.33,130.33,109.83,128.83,76.6,76.8,76.7,77.6,68.8,73.2,45.2,58.8,52,0.4123,0.3008,-0.256489017052521,0.4046,0.3736,-0.195908894328267,0.6532,0.4646,0.102797051837498,-0.113912617762264,120.08,5.13,2351,1513,3864,2124,773,2897,6531,10530,17061,1171,801,379,931,429,153,1294,530,300,524,216,33,1542,2216,2773,3851,3460,3219,-0.951035002378734,-1.07532730641934,-1.16832849814304,-1.360520902915,-0.780407330687867,-0.7665247625103,3679,6044,-0.94362353342903,-1.1422653258216,3508,4961,-1.39294806311454,-1.55309006605493,7266,17380,-1.50965047954658,-1.81734497144192,NA,"1","1","1","0",-0.581875628146019,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44835","SW12",1300461,"3","4","11","3","no","no","L",39,53,62,78,91,31.6,37.5,36.8,37,43,45.3,1.89486965674525,69.7,15.1,155.8,19.7,13.9,18.45,"0","SLwithVL",0.1962,8.9,175,-1.99563519459754,-1.99563519459754,-1.79164210748645,-1.99563519459754,-1.600061189366,-1.42777453313554,-1.73683898268364,-1.33700521578991,-1.99563519459754,276.83,382.33,293,246.5,303,214.2,258.6,247.6,156.6,202.1,186.4,182.8,184.6,0.2075,0.2689,-0.504899211178168,0.3524,0.4655,-0.159864172873913,0.5125,0.3761,-0.0971640835445083,-0.24273097004388,337.67,5.25,2864,2694,5558,3522,1441,4963,6672,7803,14475,1225,836,803,1083,445,1166,1773,1100,649,731,409,301,1843,2413,2416,2346,2599,2858,-0.576863549878491,-0.529408349503763,-0.808337560696467,-0.831579750911236,-1.08007071159465,-1.12972514101859,4782,8489,-0.788370415565329,-0.860749985557052,4992,7534,-1.016716065829,-1.21239250862191,6514,13695,-1.58127175734844,-1.8879595917877,"0","0","0","0","0",-3.11578899867952,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44837","SW12",1300462,"1","1","1","4","no","no","R",39,53,62,78,91,24.9,28.9,29.9,30.1,33.7,35.2,1.9216864754836,53.1,11.5,130.3,17.1,8.9,18.11,"0","SLwithVL",0.1808,8.7,147,-1.96594423139219,-1.94982939810479,-0.477816404098817,-1.20430459242784,-0.381085259728367,-0.456518443898076,-0.679459406423751,-0.210765673344499,-0.244232807299238,100.83,141.33,115.5,127.83,87.8,122,104.9,94.8,93.2,94,89.6,80.4,85,0.3788,-0.0563,-0.716293384324234,0.3292,0.1931,-0.451553714165167,0.366,0.3039,-0.297776838266259,-0.471349814541787,128.42,5.25,2183,1617,3800,2240,1167,3407,4479,5573,10052,1079,669,435,375,674,568,1616,162,462,400,590,177,1329,1506,1644,2042,1736,1795,-0.990269713589084,-1.04202476941569,-1.00775307753865,-1.0646467171861,-0.860296824952765,-0.856684369372929,3781,6124,0.0212364051475268,-0.0135124738467807,3433,5617,0.0793581841156266,-0.0308961871774894,5575,12001,-0.50325211157682,-0.62973141792582,"0","1","1","1","0",1.35031992583043,"1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44838","SW12",1300462,"2","3","2","4","no","no","R",39,53,62,78,91,26,35.5,35.2,35.3,46.1,49.6,1.91169015875386,62.7,15.1,173,22.2,11.1,18.26,"0","SSwithVL",0.2128,9.2,138,-1.89762709129043,-1.99563519459754,-1.17535061597376,-1.59464201178411,-0.41557486396989,0.343433844217068,-0.465616092314337,-1.17981114888081,-0.926031653531147,106.67,94.17,146.17,134,132.8,115.4,124.1,123.6,99.4,111.5,77.2,53.2,65.2,-0.4103,0.2105,-1.99563519459754,-0.3126,0.32,-1.99563519459754,0.1802,0.636,-0.161481745198583,-0.935274670363344,120.17,15.75,3617,2317,5934,3223,1032,4255,8673,14421,23094,1432,1137,1048,991,387,939,1731,634,858,503,516,13,1582,3233,3858,4836,4701,4884,-0.868968856120467,-0.886719763315385,-0.881053902118705,-1.03698942034363,-0.966716859868303,-1.09773149111346,4589,7850,-0.13029176912532,-0.299944711096109,4017,6165,-0.347487396902982,-0.440567304199964,7190,17808,-1.13085232913202,-1.13462795116669,"0","1","0","1","0",-2.82574265137534,"0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44839","SW12",1300462,"3","4","3","4","no","no","L",39,53,62,78,91,24.3,31.1,31.8,31.1,36.7,38.9,NA,63.4,13.5,157.6,17.8,9.9,19.31,"0","GMwithSS",0.1918,9.4,140,-1.59284980934248,-0.774111272581903,-0.953760174336543,-1.29739571100889,0.0894319229461948,0.0626468091378891,0.873586577825694,-0.61576126900535,0.163460284139042,142.5,149.5,171.67,157.17,61.6,61.6,61.6,49.8,44.8,47.3,35.4,31.8,33.6,0.588,0.6412,0.202680845600925,0.6669,0.739,0.374198875702611,0.7632,0.8148,0.572794547911727,0.372536131713175,160.58,3.5,2176,1217,3393,1185,731,1916,3800,8832,12632,1133,667,376,573,189,455,797,374,14,6,385,340,709,1609,1482,2337,3124,3371,-1.04265762143665,-1.25690519304841,-1.49657128641933,-1.0258342041157,-0.939955218338919,-0.692229922858082,3230,4952,-0.563862104789125,-0.749554450205472,2236,3950,-1.08075193304685,-1.03511361941632,4887,14078,-0.7310226632401,-0.524762889154889,NA,"1","1","1","0",-1.04237172993541,"0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44840","SW12",1300462,"4","5","4","4","no","no","L",39,53,62,78,91,23.3,28.5,28.5,28.1,34.5,38.6,NA,57.1,11.4,132.6,16.3,9,18.05,"1","SSwithVL",0.2039,8.4,98,-1.45615033287284,-1.38134357400531,-0.913346282467492,-1.59464201178411,-0.929710235606871,-0.746552264311941,-0.837210522749612,-1.01012837032808,-1.25207410940248,92.83,46,55.67,29.67,24.6,19,21.8,12.2,15.4,13.8,19.4,17,18.2,0.4652,0.6587,0.108262205064962,0.7348,0.7234,0.429978093202176,0.5783,0.6946,0.243106296424614,0.254597085866233,50.83,6,2268,1438,3706,1573,896,2469,9368,12962,22330,1059,670,539,380,507,551,696,741,136,366,402,128,1836,3234,4298,4259,4228,4475,-1.16188409793671,-1.06069784035361,-1.19669074532889,-1.12524142605883,-0.754085069155957,-0.705605026304419,3233,5579,-0.347487396902982,-0.392381771896228,2586,4610,-0.429514013036931,-0.411371991028152,8807,20216,-0.812913356642855,-0.946258930175971,NA,"1","1","1","0",1.13010978273469,"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44841","SW12",1300463,"1","1","5","4","no","no","R",39,53,62,78,91,23.5,29.1,29.6,29.9,35.5,38.6,NA,49.1,12.2,151.6,20.2,7.1,17.66,"0","GMwithSS",0.1702,8.2,134,-1.99563519459754,-1.99563519459754,-0.628603555447268,-1.38934692737439,-1.0220461776417,-0.845098040014256,-0.921467681203336,-1.33700521578991,-1.11675736527457,167.5,81.67,82.17,99.5,42.2,43.6,42.9,31.2,21,26.1,7.2,7.4,7.3,0.4833,0.4694,-0.0412019923898954,0.618,0.7444,0.329756326566489,0.9118,0.9099,1.00959299803823,0.346472665999269,81.92,9.13,2180,702,2882,1000,865,1865,4242,9605,13847,1134,672,374,116,451,135,491,262,247,440,135,290,982,1334,1926,3007,3329,3269,-0.890051320496078,-1.05127733009492,-1.25690519304841,-1.13957901634319,-1.07465323811493,-0.961257856146126,3523,5336,-0.294531702627064,-0.499280618214457,2070,3988,-0.903089986991943,-0.720159303405956,4179,12195,-0.879177829586531,-0.853989856323183,NA,"0","0","1","0",0.79023665020337,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44842","SW12",1300463,"2","3","6","4","no","no","R",39,53,62,78,91,23.3,27.6,28.1,28.3,32.4,35.6,NA,56.5,11.4,139.4,15.8,8.8,18.12,"0","SSwithVL",0.1543,8.8,134,-1.96594423139219,-0.975902661397221,-1.26523010618349,-1.39165878064204,-0.425371763818282,-0.71693608479685,-0.542116155752753,-0.163460284139043,-0.365910680151838,156,120.33,113.5,105.67,71,108,89.5,73.2,78.2,75.7,38.4,55.2,46.8,0.41,0.0485,-0.526727092688063,0.3917,0.311,-0.266175187177678,0.6809,0.5137,0.17121088513964,-0.189524492318259,116.92,5.13,3903,2429,6332,2475,1703,4178,9180,14448,23628,1639,1352,912,559,1073,797,1522,678,275,381,627,695,1975,3426,3779,4780,4951,4717,-0.655930925993853,-0.660997770582006,-1.00244733542005,-0.938651047741072,-0.872660031187092,-0.956391422690098,4627,8033,0.124375814323521,0.076439534683697,3575,6224,-0.403019534201312,-0.283770990222475,8322,19731,-0.0173740960694227,-0.0337955034077035,NA,"1","1","1","0",1.11731626255583,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44843","SW12",1300463,"3","4","7","4","no","no","L",39,53,62,78,91,24.7,29.3,29.7,29.6,37.4,42.1,NA,50.9,11.2,131.5,17.4,8.2,17.94,"0","SLwithVL",0.1697,9.2,103,-1.99563519459754,-1.94589043507455,-1.29834705174238,-1.69914723122356,-0.677640587671091,-0.188796140699831,-1.06069784035361,-0.641111460671285,-1.44045926899351,326.83,335.17,274.5,190.17,242.4,152.8,197.6,143,120.4,131.7,96.8,66.6,81.7,0.2768,0.4434,-0.249688988797806,0.5733,0.5614,0.117802816356761,0.7112,0.7574,0.441481973797537,0.0939991419050668,304.83,4.38,4127,1360,5487,2527,1445,3972,10358,14738,25096,2043,1050,1034,390,927,43,1429,539,559,527,708,210,2481,3301,4576,5621,4772,4345,-0.894845176348306,-1.03169203884995,-0.968365385355989,-1.12860046878323,-1.25496698663703,-0.962345253464424,3303,4929,-0.237360915794604,-0.480990273465686,2120,3668,-0.454258371760158,-0.695504870406297,5851,14066,-0.414973347970818,-0.623488307730242,NA,"0","1","1","0",1.67651421085723,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44844","SW12",1300463,"4","5","8","4","no","no","L",39,53,62,78,91,23,32.5,33.1,32.8,42.1,45.3,NA,53.2,12.7,150.7,19.4,11.2,18.44,"0","GMwithSS",0.1965,9.3,108,-1.79164210748645,-0.902699258686772,-0.575407796556522,-1.50667523682235,-0.0185906420956018,0,0.272668351785339,0.0696359281413945,-0.440814423285003,231.17,173.83,133.5,118.67,81.6,123.8,102.7,76.2,102.2,89.2,57.8,86.2,72,0.5306,0.0727,-0.364672893499777,0.5616,0.2345,-0.179532165740692,0.6675,0.3543,0.0189382398609812,-0.169766908948271,153.67,4.13,3490,1422,4912,3177,1416,4593,12920,18906,31826,1822,955,713,416,282,724,1903,296,978,668,372,376,2464,4069,6387,6785,6430,5691,-0.936311341441506,-0.926796001009993,-0.640155971530765,-0.711954189146478,-0.812913356642855,-0.818999637196758,4552,7245,-0.198326171892605,-0.373736743490608,4315,6911,-0.277354905760264,-0.413771425205782,10505,24288,-0.405398801375146,-0.665111737075051,NA,"1","1","1","0",-0.422836780984302,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44846","SW12",1300464,"2","3","10","4","no","no","R",39,53,62,78,91,24.5,29.1,29.2,28.9,33.1,35.8,NA,47.1,10.8,130.3,18.6,11.3,18.23,"0","GMwithSS",0.1409,8.6,124,-1.99563519459754,-1.49351856687915,-0.899631783532933,-1.96594423139219,-0.32695983266376,0.238608172487322,-1.06069784035361,-0.365910680151838,-0.440814423285003,162.5,251,142.83,135,158,97,127.5,107.4,100,103.7,95,63,79,0.3705,0.3209,-0.277077540755956,0.5721,0.2999,-0.111792614714756,0.6215,0.5589,0.158427251098764,-0.0743586201987942,196.92,5.5,2979,1679,4658,2995,1418,4413,10427,14489,24916,1291,1134,554,838,317,524,1493,585,917,691,264,463,2527,3515,4385,5345,4613,4531,-0.966168469247915,-0.933207188205391,-1.16348739866372,-0.994586926804649,-1.05095551882327,-1.00156818766016,4170,6930,-1.39294806311454,-1.34979455227554,4193,6587,-1.12338490853968,-1.28386000289619,9494,20860,-1.44765808261439,-1.75636613907545,NA,"0","1","1","0",1.22149503554003,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44847","SW12",1300464,"3","4","11","4","no","no","L",39,53,62,78,91,22.1,26.9,27.2,26.7,32.9,34.6,NA,60.9,11.4,145.5,19.1,8.4,18.35,"0","ASLwithVS",0.1661,8.9,104,-1.99563519459754,-1.69019608002851,-1.10375687402404,-1.89762709129043,-0.97489899361973,-0.810413093652538,-0.688629170997799,-1.99563519459754,-1.11675736527457,453.17,412.67,368.5,332.83,291,191.2,241.1,154.6,131.6,143.1,116.6,102.6,109.6,0.2948,0.4811,-0.197919696551354,0.6254,0.6429,0.238795343700354,0.7174,0.7216,0.409097932680444,0.141070258909874,390.58,3.75,3750,2213,5963,3168,1327,4495,10492,19949,30441,1672,1068,1010,776,553,884,1504,688,976,835,304,188,1921,3291,5280,6320,6677,6952,-0.849526830280741,-0.886008413372599,-1.14690416231937,-1.23786237846333,-1.44620940819605,-1.34161619130185,5410,8431,-0.642387503493544,-0.819210632009083,3714,5870,-0.912948292591668,-1.08417168206311,8432,22426,-0.888621096690939,-0.917943811012435,NA,"0","1","1","0",0.206870294242043,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44848","SW12",1300464,"4","5","12","4","no","no","L",39,53,62,78,91,26.4,32.1,32.5,33.1,39.2,42,NA,60.9,11.8,153.1,16.7,11,18.5,"0","SLwithVL",0.2323,8.9,113,-1.23423425013768,-0.945625272725955,-0.500840484564593,-1.62623812971103,-0.415358275522632,-0.519873235140612,-0.519873235140612,-0.667426568850463,-0.0539216783663858,296.83,283.33,212.67,170.5,171.4,143.6,157.5,155.8,140.8,148.3,86.2,122.4,104.3,0.3951,0.3248,-0.250065980542879,0.4501,0.3379,-0.186976402340712,0.6958,0.4245,0.104911610691878,-0.108262205064962,248,7.25,3395,1698,5093,2794,1321,4115,6675,10871,17546,1328,1110,957,780,372,546,1249,674,871,746,325,250,1270,1874,3531,3233,3517,4121,-0.688287268740465,-0.775482981632565,-0.92807227507902,-1.01913215247822,-0.922478640993773,-0.865987277105612,4579,7340,-0.513936766609933,-0.711245631960522,3896,6166,-0.626602932405488,-0.842896288875644,6169,14667,-1.3557236692079,-1.64345267648618,NA,"1","1","1","0",-0.316061330212963,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
